epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,582.052,0.6212,2.26553,1.20501,0.76576,0.81466,0.85084,0.78503,0.36414,1.21133,1.27659,0.0033304,0.0033304,0.0033304
2,1138.26,0.37865,1.10418,1.00024,0.83661,0.83071,0.89652,0.82603,0.42108,1.36761,1.24573,0.00659777,0.00659777,0.00659777
3,1686.68,0.436,1.12561,1.00512,0.60173,0.59959,0.59957,0.48605,0.76692,2.02761,1.51753,0.00979913,0.00979913,0.00979913
4,2219.23,0.4303,1.11275,1.00095,0.79375,0.78816,0.8291,0.72249,0.49567,1.86981,1.37654,0.009703,0.009703,0.009703
5,2752.56,0.37374,0.99147,0.97771,0.82445,0.86297,0.9029,0.81232,0.34132,1.03033,1.24276,0.009604,0.009604,0.009604
6,3284.54,0.33242,0.89979,0.96453,0.78854,0.81619,0.84282,0.71391,0.42311,1.28115,1.27481,0.009505,0.009505,0.009505
7,3815.55,0.30777,0.83098,0.95397,0.95078,0.93204,0.97396,0.94528,0.18853,0.47535,1.11312,0.009406,0.009406,0.009406
8,4348.8,0.29098,0.7932,0.95,0.92022,0.93277,0.97221,0.92379,0.1915,0.72027,1.12401,0.009307,0.009307,0.009307
9,4881.04,0.27253,0.74718,0.94276,0.76758,0.80831,0.84673,0.75321,0.37639,1.01157,1.25139,0.009208,0.009208,0.009208
10,5411.84,0.2529,0.71978,0.93617,0.92393,0.93812,0.96626,0.89858,0.23406,1.04985,1.15796,0.009109,0.009109,0.009109
11,5944,0.24647,0.69142,0.93494,0.96181,0.95533,0.9837,0.96019,0.13157,0.60288,1.10018,0.00901,0.00901,0.00901
12,6475.83,0.23289,0.67243,0.92994,0.95891,0.959,0.98548,0.95824,0.16105,0.41835,1.12821,0.008911,0.008911,0.008911
13,7020.6,0.22794,0.65049,0.92855,0.78199,0.81735,0.82775,0.76452,0.34611,1.02135,1.23504,0.008812,0.008812,0.008812
14,7568.03,0.21771,0.6324,0.9249,0.83495,0.92087,0.87583,0.80259,0.25342,0.6797,1.17598,0.008713,0.008713,0.008713
15,8116.15,0.21059,0.61487,0.92416,0.84444,0.90267,0.87957,0.78883,0.33404,1.30843,1.24997,0.008614,0.008614,0.008614
16,8667.86,0.20433,0.60752,0.92181,0.84134,0.90309,0.86562,0.7824,0.29201,1.32671,1.22382,0.008515,0.008515,0.008515
17,9216.6,0.19762,0.58694,0.91939,0.83565,0.93742,0.88604,0.7976,0.18911,0.82013,1.16206,0.008416,0.008416,0.008416
18,9764.76,0.19867,0.57934,0.92168,0.93674,0.97365,0.96622,0.94183,0.10978,0.66518,1.08328,0.008317,0.008317,0.008317
19,10316.9,0.19197,0.56777,0.91778,0.93013,0.96506,0.97137,0.93268,0.12069,0.9099,1.09222,0.008218,0.008218,0.008218
20,10870,0.18559,0.55522,0.91667,0.92448,0.93799,0.95562,0.92127,0.13688,0.75235,1.10223,0.008119,0.008119,0.008119
21,11418.1,0.18395,0.54725,0.91677,0.96183,0.97061,0.9833,0.97009,0.06692,0.55814,1.05792,0.00802,0.00802,0.00802
22,11968.5,0.17864,0.54144,0.91599,0.90589,0.95362,0.96093,0.8747,0.12609,0.71162,1.09455,0.007921,0.007921,0.007921
23,12517.4,0.17905,0.52422,0.91678,0.9873,0.99006,0.99209,0.98926,0.08077,0.94547,1.05999,0.007822,0.007822,0.007822
24,13066.7,0.17408,0.52404,0.91381,0.93967,0.96986,0.96946,0.92427,0.11371,0.48536,1.08589,0.007723,0.007723,0.007723
