epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,679.353,0.52445,2.14436,1.15324,0.82777,0.83772,0.92209,0.90417,0.20988,1.0009,1.16257,0.0033304,0.0033304,0.0033304
2,1330.1,0.30963,0.88219,0.98047,0.89872,0.94044,0.96876,0.95318,0.22418,0.6122,1.15084,0.00659776,0.00659776,0.00659776
3,1983.29,0.35317,0.8724,0.99306,0.82206,0.78781,0.88843,0.78487,0.41604,1.22067,1.33019,0.00979913,0.00979913,0.00979913
4,2631.22,0.35108,0.84639,0.99847,0.87603,0.86735,0.93937,0.87671,0.30006,0.84143,1.27283,0.009703,0.009703,0.009703
5,3279.17,0.30293,0.73318,0.97527,0.93935,0.94573,0.98312,0.95867,0.23795,0.58247,1.22819,0.009604,0.009604,0.009604
6,3927.13,0.26565,0.65277,0.9592,0.96861,0.9691,0.99122,0.96695,0.21751,0.35703,1.17621,0.009505,0.009505,0.009505
7,4575.73,0.24873,0.61545,0.95056,0.96261,0.98041,0.98811,0.95264,0.22729,0.50179,1.1833,0.009406,0.009406,0.009406
8,5224.59,0.23022,0.57271,0.94379,0.97368,0.97451,0.99044,0.96555,0.20605,0.55779,1.15822,0.009307,0.009307,0.009307
9,5874.38,0.21689,0.54453,0.93899,0.95935,0.97061,0.98469,0.93124,0.21001,0.5317,1.18044,0.009208,0.009208,0.009208
10,6523.43,0.20885,0.52285,0.93449,0.97242,0.98257,0.98938,0.96622,0.17121,0.38985,1.13518,0.009109,0.009109,0.009109
11,7171.89,0.20138,0.50282,0.93301,0.93713,0.96838,0.98172,0.9573,0.16698,0.39261,1.12623,0.00901,0.00901,0.00901
12,7822.18,0.19113,0.48646,0.92824,0.84428,0.94437,0.95883,0.90961,0.20874,0.91101,1.14733,0.008911,0.008911,0.008911
13,8473.26,0.18558,0.47083,0.92635,0.90506,0.94059,0.97291,0.92352,0.25902,0.53526,1.27199,0.008812,0.008812,0.008812
14,9123.91,0.1817,0.45479,0.92561,0.80353,0.87103,0.9181,0.8074,0.40685,0.85751,1.28406,0.008713,0.008713,0.008713
15,9768.95,0.17919,0.44984,0.92545,0.79601,0.93578,0.91943,0.80893,0.27578,0.97519,1.16301,0.008614,0.008614,0.008614
16,10414.4,0.17116,0.43307,0.92185,0.99397,0.99718,0.99486,0.9749,0.11006,0.27111,1.12841,0.008515,0.008515,0.008515
17,11059.3,0.16561,0.42132,0.91932,0.98504,0.99251,0.99422,0.96334,0.18198,0.38467,1.16736,0.008416,0.008416,0.008416
18,11705.6,0.16309,0.41693,0.92058,0.95414,0.97474,0.99055,0.94953,0.18955,0.73901,1.17214,0.008317,0.008317,0.008317
19,12351.6,0.16131,0.40734,0.91825,0.96751,0.96492,0.98867,0.93413,0.21713,0.46676,1.14481,0.008218,0.008218,0.008218
20,13004.9,0.15816,0.40126,0.91695,0.75054,0.94811,0.92361,0.79991,0.37158,1.18628,1.29824,0.008119,0.008119,0.008119
21,13657.7,0.15569,0.3955,0.91431,0.94727,0.99005,0.99068,0.92128,0.18683,0.68328,1.204,0.00802,0.00802,0.00802
22,14310.1,0.15304,0.38382,0.91572,0.97949,0.98275,0.99257,0.94709,0.17254,0.3876,1.1713,0.007921,0.007921,0.007921
23,14962.5,0.15166,0.37721,0.91694,0.97001,0.97094,0.99278,0.97147,0.11677,0.38267,1.10888,0.007822,0.007822,0.007822
24,15611.4,0.14766,0.37215,0.91331,0.95577,0.98669,0.98742,0.94208,0.19066,0.7251,1.14996,0.007723,0.007723,0.007723
25,16261.3,0.14484,0.36658,0.91267,0.97829,0.99061,0.99387,0.98179,0.15579,0.35988,1.15017,0.007624,0.007624,0.007624
26,16911,0.14429,0.36359,0.91133,0.91359,0.97742,0.97779,0.90023,0.29846,0.75979,1.32159,0.007525,0.007525,0.007525
27,17538.7,0.14091,0.35585,0.91206,0.97267,0.98869,0.99314,0.96716,0.17788,0.46144,1.16998,0.007426,0.007426,0.007426
28,18163,0.14215,0.356,0.91354,0.99616,0.98459,0.99473,0.98709,0.12695,0.3313,1.10785,0.007327,0.007327,0.007327
29,18789.5,0.13722,0.34938,0.90762,0.89616,0.97244,0.97348,0.90416,0.23832,0.61198,1.19123,0.007228,0.007228,0.007228
30,19415.4,0.13731,0.34251,0.91177,0.66537,0.9353,0.86761,0.64934,0.33198,1.3594,1.28041,0.007129,0.007129,0.007129
31,20042.3,0.13345,0.33956,0.90932,0.87278,0.93872,0.97651,0.66528,0.68387,1.42194,1.56184,0.00703,0.00703,0.00703
32,20669,0.13227,0.33819,0.90887,0.67517,0.93658,0.87517,0.60645,0.43815,1.30743,1.36669,0.006931,0.006931,0.006931
33,21308.3,0.13139,0.32597,0.90689,0.78527,0.97168,0.93989,0.64404,0.47594,1.6341,1.35129,0.006832,0.006832,0.006832
34,21949.2,0.12953,0.32897,0.90777,0.60002,0.95908,0.84809,0.50341,0.56719,2.34364,1.43889,0.006733,0.006733,0.006733
35,22589.3,0.12755,0.32653,0.90819,0.57072,0.97386,0.87885,0.62545,0.41518,2.17857,1.29602,0.006634,0.006634,0.006634
36,23230.3,0.12813,0.32595,0.90769,0.63866,0.95477,0.87247,0.6554,0.3369,1.41523,1.25304,0.006535,0.006535,0.006535
37,23871.4,0.12532,0.32098,0.90666,0.74241,0.92516,0.91937,0.71168,0.28276,1.10393,1.23025,0.006436,0.006436,0.006436
38,24512.7,0.12538,0.31624,0.90667,0.6645,0.95852,0.87423,0.66277,0.2589,1.1927,1.20767,0.006337,0.006337,0.006337
39,25153.5,0.12372,0.31523,0.90504,0.54971,0.96894,0.82459,0.54035,0.43541,2.04573,1.28619,0.006238,0.006238,0.006238
40,25794.8,0.12167,0.31003,0.90583,0.65057,0.95453,0.9073,0.59408,0.58891,2.15081,1.47222,0.006139,0.006139,0.006139
41,26436.5,0.11977,0.30716,0.90431,0.74414,0.95077,0.94098,0.67849,0.52329,1.56631,1.4638,0.00604,0.00604,0.00604
42,27079.3,0.11985,0.29602,0.9044,0.57688,0.95972,0.83215,0.60105,0.41403,1.65714,1.33184,0.005941,0.005941,0.005941
43,27721.2,0.11715,0.29307,0.90353,0.62948,0.94215,0.86212,0.65256,0.3593,1.56162,1.26885,0.005842,0.005842,0.005842
44,28363.2,0.1169,0.29654,0.9044,0.6799,0.92953,0.87683,0.69249,0.33486,1.25832,1.27252,0.005743,0.005743,0.005743
45,29005,0.11615,0.29182,0.90361,0.79347,0.94789,0.94317,0.75551,0.37381,1.17615,1.34909,0.005644,0.005644,0.005644
46,29645.9,0.11561,0.28903,0.9034,0.75147,0.94006,0.92999,0.74028,0.39006,1.15616,1.38577,0.005545,0.005545,0.005545
47,30284.9,0.11519,0.29362,0.90461,0.72428,0.92654,0.91721,0.72965,0.38117,1.13679,1.36535,0.005446,0.005446,0.005446
48,30924,0.11288,0.27922,0.9025,0.76488,0.91837,0.9284,0.73975,0.36006,1.05023,1.33033,0.005347,0.005347,0.005347
49,31563.5,0.11193,0.27725,0.90244,0.7056,0.91857,0.89677,0.71395,0.3256,1.04912,1.29747,0.005248,0.005248,0.005248
50,32203.3,0.11044,0.28111,0.8999,0.71654,0.91667,0.90597,0.72583,0.3131,1.03879,1.28658,0.005149,0.005149,0.005149
51,32841.5,0.10948,0.2795,0.90235,0.73731,0.90323,0.90825,0.73573,0.28668,0.94924,1.25699,0.00505,0.00505,0.00505
52,33480.5,0.11045,0.27702,0.90449,0.763,0.90404,0.91822,0.74361,0.28504,0.95425,1.24915,0.004951,0.004951,0.004951
53,34120.3,0.10796,0.26957,0.9012,0.73203,0.90393,0.90657,0.72886,0.28573,1.0197,1.23506,0.004852,0.004852,0.004852
54,34760,0.10649,0.26529,0.89945,0.65785,0.91113,0.86931,0.68547,0.29492,1.12225,1.23434,0.004753,0.004753,0.004753
55,35400.2,0.10534,0.25794,0.89843,0.67157,0.9157,0.87781,0.69203,0.28153,1.1512,1.21717,0.004654,0.004654,0.004654
56,36041.9,0.10492,0.25928,0.89987,0.74041,0.91984,0.91584,0.72628,0.28853,1.1249,1.22857,0.004555,0.004555,0.004555
57,36682.4,0.10373,0.25496,0.90249,0.75744,0.92436,0.92545,0.73857,0.28163,1.11591,1.22631,0.004456,0.004456,0.004456
58,37321.6,0.10306,0.26011,0.89917,0.75665,0.92323,0.92111,0.73612,0.28071,1.10169,1.22914,0.004357,0.004357,0.004357
59,37960.7,0.10107,0.25443,0.89931,0.73285,0.91603,0.91089,0.73141,0.2785,1.07429,1.23326,0.004258,0.004258,0.004258
60,38605.8,0.10222,0.25377,0.8973,0.73887,0.92285,0.91594,0.7318,0.28253,1.1156,1.23593,0.004159,0.004159,0.004159
61,39251.3,0.09948,0.25199,0.89845,0.75168,0.93104,0.92389,0.73749,0.28833,1.15159,1.24404,0.00406,0.00406,0.00406
62,39897.2,0.09757,0.24723,0.89749,0.75804,0.93034,0.92918,0.73889,0.30106,1.17105,1.25603,0.003961,0.003961,0.003961
63,40539.7,0.0978,0.24292,0.89859,0.74407,0.92692,0.92136,0.72883,0.30493,1.20041,1.25629,0.003862,0.003862,0.003862
64,41182.1,0.09786,0.24012,0.89876,0.72107,0.92738,0.91304,0.71903,0.30729,1.2168,1.25632,0.003763,0.003763,0.003763
65,41826.6,0.09576,0.23716,0.89716,0.72036,0.92617,0.91172,0.71478,0.31365,1.2206,1.26055,0.003664,0.003664,0.003664
