epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,271.694,0.77691,2.67414,1.24233,0.67364,0.77736,0.80226,0.76736,0.25471,1.25814,1.17954,0.00332769,0.00332769,0.00332769
2,527.955,0.41046,1.07737,1.00376,0.75915,0.84628,0.90581,0.87046,0.479,1.26002,1.34835,0.00659508,0.00659508,0.00659508
3,780.414,0.47549,1.04424,1.01052,0.80603,0.85263,0.89567,0.8301,0.43769,0.94262,1.2566,0.00979647,0.00979647,0.00979647
4,1032.22,0.4727,1.03625,1.00631,0.88072,0.91273,0.95129,0.88875,0.38774,0.60218,1.20232,0.009703,0.009703,0.009703
5,1286.74,0.42279,0.93437,0.98549,0.88887,0.91964,0.95991,0.90216,0.55288,0.96528,1.37346,0.009604,0.009604,0.009604
6,1543.32,0.38707,0.8605,0.97174,0.94588,0.95854,0.9818,0.94987,0.22116,0.50395,1.13576,0.009505,0.009505,0.009505
7,1800.7,0.3607,0.82214,0.96417,0.96159,0.97126,0.9863,0.93969,0.29371,0.91454,1.17141,0.009406,0.009406,0.009406
8,2057.7,0.3411,0.77254,0.95686,0.96306,0.97612,0.9843,0.96041,0.21534,0.59867,1.13067,0.009307,0.009307,0.009307
9,2316.49,0.32468,0.7564,0.95269,0.96562,0.96655,0.98446,0.96758,0.15339,0.31041,1.09837,0.009208,0.009208,0.009208
10,2576.51,0.30869,0.70828,0.94447,0.9633,0.94668,0.98928,0.97918,0.17569,0.52041,1.09862,0.009109,0.009109,0.009109
11,2835.6,0.29458,0.68259,0.94254,0.96773,0.97959,0.98765,0.96799,0.19688,0.38977,1.1368,0.00901,0.00901,0.00901
12,3094.4,0.29204,0.67153,0.93993,0.93127,0.92504,0.95312,0.90967,0.2273,0.41159,1.14974,0.008911,0.008911,0.008911
13,3353.6,0.28183,0.65407,0.93894,0.97093,0.97598,0.98904,0.9725,0.12563,0.31876,1.07998,0.008812,0.008812,0.008812
14,3612.45,0.26952,0.62732,0.93411,0.97445,0.9852,0.99024,0.9816,0.14263,0.43375,1.08026,0.008713,0.008713,0.008713
15,3871.15,0.26046,0.62332,0.93058,0.96672,0.98399,0.99037,0.98398,0.16181,0.45676,1.09796,0.008614,0.008614,0.008614
16,4130.24,0.25339,0.60895,0.93152,0.97643,0.98673,0.98896,0.96556,0.197,0.54782,1.1365,0.008515,0.008515,0.008515
17,4389.67,0.24602,0.59477,0.93,0.96373,0.98232,0.99092,0.98771,0.09686,0.34843,1.06873,0.008416,0.008416,0.008416
18,4648.74,0.25017,0.58987,0.92954,0.97116,0.97393,0.98617,0.9803,0.11831,0.31605,1.08888,0.008317,0.008317,0.008317
19,4907.76,0.23734,0.57451,0.92376,0.97369,0.98063,0.98863,0.96877,0.14298,0.3617,1.09102,0.008218,0.008218,0.008218
20,5166.74,0.2324,0.56212,0.9243,0.97593,0.98219,0.98929,0.98058,0.13043,0.558,1.08403,0.008119,0.008119,0.008119
21,5425.81,0.23003,0.56232,0.9236,0.97446,0.97393,0.98895,0.98066,0.11654,0.23029,1.08201,0.00802,0.00802,0.00802
22,5686.06,0.22654,0.54742,0.92218,0.95586,0.97937,0.99147,0.98596,0.10607,0.5872,1.07409,0.007921,0.007921,0.007921
23,5945.65,0.22095,0.5279,0.91938,0.98497,0.98738,0.99392,0.9921,0.10487,0.56329,1.06368,0.007822,0.007822,0.007822
24,6204.4,0.22001,0.53008,0.92338,0.97655,0.99075,0.99434,0.98718,0.11353,0.25753,1.07937,0.007723,0.007723,0.007723
25,6463.29,0.21367,0.522,0.9174,0.94366,0.96276,0.97374,0.95922,0.14379,0.3558,1.09272,0.007624,0.007624,0.007624
26,6721.87,0.20996,0.51684,0.9193,0.97917,0.98776,0.99311,0.98634,0.09512,0.40131,1.06979,0.007525,0.007525,0.007525
27,6980.69,0.21075,0.5115,0.92097,0.97491,0.97986,0.98485,0.97991,0.0839,0.2712,1.06933,0.007426,0.007426,0.007426
28,7239.72,0.20662,0.50252,0.91715,0.95548,0.96457,0.98562,0.96606,0.14419,0.22517,1.08088,0.007327,0.007327,0.007327
29,7499.51,0.20195,0.4952,0.91637,0.95944,0.96305,0.9854,0.96659,0.12178,0.29043,1.08762,0.007228,0.007228,0.007228
30,7759.22,0.19829,0.48948,0.91415,0.97306,0.99016,0.99061,0.98014,0.08034,0.46163,1.06859,0.007129,0.007129,0.007129
31,8018.33,0.19385,0.47442,0.91287,0.97197,0.95948,0.98816,0.97322,0.12682,0.34167,1.08447,0.00703,0.00703,0.00703
32,8277.64,0.19288,0.47598,0.91489,0.97221,0.97392,0.99011,0.9733,0.09116,0.38101,1.06428,0.006931,0.006931,0.006931
33,8537.18,0.1916,0.47407,0.91386,0.98734,0.98839,0.99381,0.99106,0.08755,0.3164,1.06424,0.006832,0.006832,0.006832
34,8795.79,0.18564,0.46936,0.91198,0.97651,0.98522,0.99159,0.98203,0.09638,0.39278,1.07844,0.006733,0.006733,0.006733
35,9055.05,0.18493,0.45912,0.91161,0.98038,0.9906,0.99173,0.98584,0.0988,0.37755,1.06376,0.006634,0.006634,0.006634
36,9314.53,0.18209,0.45274,0.90898,0.98003,0.9922,0.99434,0.98867,0.09012,0.30475,1.06133,0.006535,0.006535,0.006535
37,9573.99,0.17887,0.44378,0.91324,0.97959,0.99252,0.99369,0.9825,0.09687,0.32346,1.06516,0.006436,0.006436,0.006436
38,9833.26,0.18037,0.44902,0.91082,0.97905,0.97956,0.99239,0.98357,0.10564,0.48472,1.08078,0.006337,0.006337,0.006337
39,10097.9,0.17881,0.43746,0.91199,0.94621,0.96152,0.97162,0.94996,0.11622,0.2915,1.08596,0.006238,0.006238,0.006238
40,10360.3,0.17189,0.44145,0.90653,0.9357,0.94158,0.95842,0.92753,0.14593,0.48839,1.11784,0.006139,0.006139,0.006139
41,10620.1,0.17242,0.43626,0.91017,0.97285,0.97908,0.98703,0.97197,0.08789,0.56843,1.06998,0.00604,0.00604,0.00604
42,10879.7,0.16959,0.42559,0.91023,0.9273,0.97053,0.97363,0.94447,0.12378,0.39252,1.10016,0.005941,0.005941,0.005941
43,11139.4,0.1681,0.4196,0.90922,0.92926,0.9539,0.96633,0.94111,0.09447,0.21297,1.07668,0.005842,0.005842,0.005842
44,11398.4,0.16564,0.40996,0.90728,0.93061,0.94707,0.96192,0.93772,0.09854,0.24376,1.07281,0.005743,0.005743,0.005743
45,11657.4,0.16442,0.40946,0.90878,0.93636,0.95658,0.97408,0.96111,0.08232,0.33291,1.0702,0.005644,0.005644,0.005644
