epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,524.123,0.62958,2.12799,1.15232,0.8563,0.89011,0.95838,0.9567,0.14401,0.66932,1.03343,0.0033304,0.0033304,0.0033304
2,1021.05,0.37477,0.89252,0.96855,0.93251,0.93413,0.98503,0.95304,0.23962,0.66658,1.0929,0.00659777,0.00659777,0.00659777
3,1509.34,0.41784,0.90132,0.97472,0.78138,0.77217,0.85399,0.77946,0.29951,0.98066,1.13263,0.00979913,0.00979913,0.00979913
4,1996.81,0.41127,0.88463,0.97119,0.93684,0.95552,0.97036,0.89042,0.40555,0.55576,1.229,0.009703,0.009703,0.009703
5,2471.75,0.35868,0.77506,0.9552,0.9325,0.94053,0.97879,0.94886,0.25143,0.43878,1.12861,0.009604,0.009604,0.009604
6,2947.52,0.32493,0.70945,0.94466,0.97138,0.98635,0.98961,0.97371,0.14006,0.26183,1.08351,0.009505,0.009505,0.009505
7,3422.25,0.30399,0.67062,0.93862,0.98243,0.98655,0.99017,0.96596,0.16778,0.24465,1.10768,0.009406,0.009406,0.009406
8,3903.9,0.29052,0.63607,0.93537,0.98573,0.9901,0.99274,0.97252,0.1669,0.73677,1.1083,0.009307,0.009307,0.009307
9,4383.33,0.27157,0.60833,0.93091,0.95935,0.98195,0.98229,0.95501,0.19691,0.25917,1.10984,0.009208,0.009208,0.009208
10,4859.51,0.26147,0.59152,0.92613,0.9875,0.99447,0.99457,0.98811,0.13473,0.24555,1.07645,0.009109,0.009109,0.009109
11,5345.87,0.24981,0.56936,0.92444,0.98416,0.99106,0.99039,0.98806,0.07914,0.72635,1.06692,0.00901,0.00901,0.00901
12,5840.46,0.24193,0.55387,0.92193,0.97879,0.9791,0.98915,0.97511,0.11144,0.27027,1.09032,0.008911,0.008911,0.008911
13,6335.09,0.23463,0.54188,0.91963,0.98468,0.98922,0.9924,0.98914,0.08242,0.13508,1.06304,0.008812,0.008812,0.008812
