epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.7326,0.8375,1.41293,1.20536,0.74506,0.90212,0.85376,0.71009,0.71702,2.3835,1.28685,0.000547247,0.000547247,0.000547247
2,82.8219,0.50832,0.61959,1.02606,0.8783,0.93638,0.96319,0.92591,0.33287,0.93294,1.13487,0.000884537,0.000884537,0.000884537
3,118.085,0.45492,0.56443,1.0032,0.8412,0.87037,0.96434,0.87959,0.51988,1.17134,1.2567,0.00100178,0.00100178,0.00100178
4,154.439,0.41681,0.49392,0.99366,0.99054,0.97421,0.99291,0.96734,0.26407,0.64846,1.11774,0.000676802,0.000676802,0.000676802
5,189.906,0.34354,0.42217,0.96611,0.98892,0.97884,0.99341,0.99153,0.19139,0.39779,1.0945,0.000346736,0.000346736,0.000346736
